I have never been afraid of challenges;Я никогда не боялся вызовов
It is assumed by many that the market will grow; Многими предполагается, что рынок вырастет
He wasn’t assuming any responsibility for the failure; Он не брал на себя никакой ответственности за неудачу
I am considering moving to a new city; Я рассматриваю переезд в новый город
We will consider your proposal carefully; Мы тщательно рассмотрим ваше предложение
They have considered moving abroad for many years; Они много лет рассматривали возможность переезда за границу
If you apply for this job, you should consider the commute; Если ты подашь заявку на эту работу, тебе следует учесть время на дорогу
If I were in your shoes, I would consider all the risks involved; На твоем месте я бы учел все риски
Their opinions often differ; Их мнения часто расходятся
The results differed significantly from the expectations; Результаты существенно отличались от ожиданий
I suspect our approaches will differ; Подозреваю, что наши подходы будут различаться
They have always differed on this issue; Они всегда расходились во мнениях по этому вопросу
It is often said that great minds differ; Часто говорят, что великие умы расходятся
While they were discussing, they were differing on several key points; Пока они обсуждали, они разошлись во многих ключевых моментах
He wasn’t differing much from the original plan; Он мало отличался от первоначального плана
She joins the meeting every Monday; Она присоединяется к собранию каждый понедельник
We will join you at the restaurant; Мы присоединимся к вам в ресторане
You should join our discussion; Тебе следует присоединиться к нашему обсуждению
She keeps her room very tidy; Она поддерживает свою комнату в очень аккуратном состоянии
He kept the car running while she was shopping; Он держал машину включенной, пока она ходила по магазинам
We will keep you updated; Мы будем держать вас в курсе
The secret has been kept for over a century; Секрет хранился более века
If it rains, keep the windows closed; Если пойдет дождь, держите окна закрытыми
She laughs at his jokes every time; Она смеется над его шутками каждый раз
You will laugh when you hear the story; Ты будешь смеяться, когда услышишь эту историю
I am not laughing because I don't find it funny; Я не смеюсь, потому что не нахожу это смешным
I am learning how to play the guitar; Я учусь играть на гитаре
We have laughed at this joke for years; Мы смеемся над этой шуткой уже много лет
You will learn a lot from this experience; Ты многому научишься из этого опыта
You should learn more about the culture before you travel; Тебе следует узнать больше о культуре перед поездкой
I am not learning as quickly as I hoped; Я учусь не так быстро, как надеялся
They have learned so much since they started the course; Они многому научились с тех пор, как начали курс
She leaves for work at 8 a.m. every day; Она уходит на работу в 8 утра каждый день
I am leaving the office right now; Я ухожу из офиса прямо сейчас
He left the party early because he was tired; Он рано ушел с вечеринки, потому что устал
We will leave as soon as the meeting is over; Мы уйдем, как только закончится встреча
They have already left for the airport; Они уже уехали в аэропорт
You should leave before it gets too late; Тебе следует уйти, прежде чем станет слишком поздно
If it rains, we will leave early; Если пойдет дождь, мы уйдем пораньше
If I were in your shoes, I would leave now; На твоем месте я бы ушел сейчас
She was leaving when I arrived; Она уходила, когда я пришел
This time tomorrow, I will be leaving for vacation; Завтра в это время я буду уезжать в отпуск
By the time we arrived, they had already left; К тому времени, как мы приехали, они уже ушли
He left for Paris last night; Он уехал в Париж прошлой ночью
We will leave for the meeting in an hour; Мы поедем на встречу через час
They have already left for the concert; Они уже уехали на концерт
You should leave for the station soon; Тебе следует скоро отправиться на станцию
I am not leaving for the event until I finish my work; Я не уеду на мероприятие, пока не закончу свою работу
He left the project to his assistant when he got sick; Он оставил проект своему помощнику, когда заболел
You should leave this part to the professionals; Тебе следует доверить эту часть профессионалам
Leave the details to me; Оставь детали мне!
I leave it to you to decide what we should do; Я оставляю тебе решать, что нам делать
I am looking at the sunset right now; Я сейчас смотрю на закат
We will look at the documents tomorrow; Мы посмотрим документы завтра
I have looked at all the options, but I can’t decide; Я рассмотрел все варианты, но не могу принять решение
If you look at the problem differently, you might find a solution; Если ты посмотришь на проблему по-другому, возможно, найдешь решение
Look at the instructions before you start; Посмотри на инструкции перед началом
If I were you, I would look at this opportunity carefully; На твоем месте я бы внимательно рассмотрел эту возможность
By the end of the meeting, we will have looked at all the proposals; К концу встречи мы рассмотрим все предложения
She might look at the report later, but she's busy now; Она может посмотреть отчет позже, но сейчас она занята
Are you looking at the screen, or are you distracted?; Ты смотришь на экран или отвлекся?
I am looking at the menu to decide what to order; Я смотрю на меню, чтобы решить, что заказать
We will look at the new project proposal tomorrow; Мы посмотрим на предложение по новому проекту завтра
They have looked at all the options but haven't decided yet
She looks for her glasses every morning; Она каждое утро ищет свои очки
I am looking for a new job right now; Я сейчас ищу новую работу
He looked for his wallet all day but couldn’t find it; Он весь день искал свой кошелек, но не может найти его
We will look for a solution tomorrow; Мы будем искать решение завтра
They have looked for a house for months without success; Они искали дом месяцами, без успеха
You should look for more information before making a decision; Тебе следует поискать больше информации перед принятием решения
Look for the answer in the text; Ищи ответ в тексте!
The missing documents are being looked for by the entire team; Пропавшие документы ищет вся команда
He wasn’t looking for a job when he got the offer; Он не искал работу, когда ему предложили вакансию
I am looking after the neighbor's cat this weekend; Я присматриваю за кошкой соседа в эти выходные
He looked after his grandparents when they were sick; Он ухаживал за своими бабушкой и дедушкой, когда они болели
If I were free, I would look after your dog; Если бы я был свободен, я бы присмотрел за твоей собакой
Look after your belongings during the trip; Присматривай за своими вещами во время поездки
If you had looked after your car better, it wouldn’t have broken down; Если бы ты лучше ухаживал за машиной, она бы не сломалась
He doesn’t look after his health as well as he should; Он не заботится о своем здоровье так, как должен
I won’t look after your things if you don’t appreciate it; Я не буду присматривать за твоими вещами, если ты это не ценишь этого
He lost his wallet on the way home; Он потерял кошелек по дороге домой
You will lose your job if you continue being late; Ты потеряешь работу, если продолжишь опаздывать
They have lost their way and don’t know where to go; Они сбились с пути и не знают, куда идти
If you don’t focus, you will lose the game; Если ты не сосредоточишься, ты проиграешь в игре
If I hadn’t lost my way, I would be at the meeting right now; Если бы я не заблудился, я бы сейчас был на встрече
She makes delicious cakes every weekend; Она готовит вкусные торты каждые выходные
He made a mistake during the presentation; Он совершил ошибку во время презентации
We will make a decision by the end of the week; Мы примем решение к концу недели
She was making a phone call when the power went out; Она звонила по телефону, когда отключили электричество
By the time he arrived, they had already made the decision; К его приходу они уже приняли решение
They weren’t making any effort to solve the problem; Они не прилагали никаких усилий для решения проблемы
I won’t make any promises I can’t keep; Я не буду давать обещаний, которые не смогу сдержать
This tie matches your suit perfectly; Этот галстук идеально сочетается с твоим костюмом
I am matching these curtains with the sofa color; Я подбираю шторы под цвет дивана
If I were you, I would match the shoes with a different dress; На твоем месте я бы подобрал туфли к другому платью
They were matching the items in the store when I arrived; Они подбирали товары в магазине, когда я пришел
This color doesn’t match the rest of the room; Этот цвет не сочетается с остальной комнатой
I am currently allocating tasks for the new project; Я сейчас распределяю задачи для нового проекта
They allocated additional resources to the marketing team; Они выделили дополнительные ресурсы маркетинговой команде
We will allocate time for this discussion in tomorrow’s meeting; Мы выделим время для этого обсуждения на завтрашнем совещании
They have already allocated the budget for the project; Они уже распределили бюджет для проекта
You should allocate more time for research before making a decision; Тебе следует выделить больше времени на исследование перед принятием решения
We are not allocating enough attention to customer feedback; Мы не уделяем достаточно внимания отзывам клиентов;
By the time the project started, they had already allocated the necessary resources; К началу проекта они уже распределили необходимые ресурсы
What does this word mean?; Что означает это слово?
This decision will mean big changes for the company; Это решение будет означать большие изменения для компании
They have meant a lot to me over the years; Они много значили для меня на протяжении лет
If I meant to offend you, I would have said something rude; Если бы я хотел тебя обидеть, я бы сказал что-то грубое
He wasn’t meaning to upset you, it was just a joke; Он не собирался тебя расстраивать, это была просто шутка
If you had meant to help, you would have arrived on time; Если бы ты собирался помочь, ты бы пришел вовремя
I won’t mean to hurt your feelings, but I have to be honest; Я не собираюсь задеть твои чувства, но я должен быть честен
He meant to help, but he was too busy; Он собирался помочь, но был слишком занят
He met his best friend in college; Он познакомился с лучшим другом в колледже
I am meeting with my boss later today; Я встречаюсь с моим боссом сегодня позже
They have already met with the new client; Они уже встретились с новым клиентом
I am not meeting anyone today; Я сегодня ни с кем не встречаюсь
We won’t meet the deadline unless we work faster; Мы не (удовлетворим сроки)уложимся в срок, если не будем работать быстрее
This product meets all safety standards; Этот продукт соответствует всем стандартам безопасности
We are working hard to meet the needs of our customers; Мы усердно работаем, чтобы удовлетворить потребности наших клиентов
The new software will meet your business needs; Новое программное обеспечение будет удовлетворять потребности вашего бизнеса
She is missing the lecture because she overslept;Она пропускает лекцию, потому что проспала
He missed the bus and had to walk;Он опоздал на автобус и ему пришлось идти пешком
You will miss the opportunity if you don’t act fast;Ты упустишь возможность, если не будешь действовать быстро
I have missed the deadline by two days;Я пропустил крайний срок на два дня
You shouldn’t miss this chance to improve your skills;Тебе не стоит упускать этот шанс улучшить свои навыки
The opportunity was missed by the entire team;Возможность была упущена всей командой
She was missing her home while living abroad;Она скучала по дому, живя за границей
I won’t miss your performance next time;Я не пропущу твоё выступление в следующий раз
I am moving to a new city next month;Я переезжаю в новый город в следующем месяц
The meeting was moved to Friday;Встречу перенесли на пятницу
I won’t move to a new job unless it offers more opportunities;Я не перейду на новую работу, если там не предложат больше возможностей
I need a cup of coffee to wake up;Мне нужна чашка кофе, чтобы проснуться
He needed a break after working all day;Ему нужен был перерыв после работы весь день
They have needed extra support throughout the year;Им требовалась дополнительная поддержка в течение года
If I needed your help, I would ask;Если бы мне нужна была твоя помощь, я бы попросил
She doesn’t need any help with the project;Ей не нужна помощь с проектом
Will you order food for the meeting;Ты закажешь еду для встречи
Do you order from this website often;Ты часто заказываешь на этом сайте
They have ordered the items by priority;Они расставили предметы по приоритетам
You must order the documents according to their importance;Вы должны упорядочить документы в соответствии с их важностью
He was ordering the soldiers to take their positions;Он приказывал солдатам занять свои позиции
He owned a small bookstore before he retired;Он владел маленьким книжным магазином до выхода на пенсию
I have owned this car for ten years;Я владею этой машиной десять лет
By the time I met her, she had already owned three companies;К тому моменту, как я её встретил, она уже владела тремя компаниями
Have you ever owned a house;Ты когда-нибудь владел домом
We will place your order by the end of the day;Мы разместим ваш заказ к концу дня
They have already placed the furniture in the new house;Они уже расставили мебель в новом доме
If you place the chairs here, everyone will have enough space;Если ты поставишь стулья здесь, у всех будет достаточно места
Place the documents on my desk when you're done;Положи документы на мой стол, когда закончишь
The order was placed by the manager yesterday;Заказ был размещен менеджером вчера
She was placing the plates on the table when the guests arrived;Она расставляла тарелки на столе, когда пришли гости
Have you placed the order yet;Ты уже разместил заказ
Will you place your items in the storage room;Ты положишь свои вещи в кладовку
She faces many challenges at work;Она сталкивается с многими трудностями(вызовами) на работе
They have faced several obstacles during the project;Они столкнулись с несколькими препятствиями во время проекта
You must face the truth, even if it’s hard;Ты должен столкнуться с правдой, даже если это тяжело
The team was faced with an unexpected issue;Команда столкнулась с неожиданной проблемой
Have you faced this kind of problem before;Ты сталкивался с такой проблемой раньше
Do you face any difficulties at work;Ты сталкиваешься с какими-либо трудностями на работе
He preferred to stay in rather than go out last night;Он предпочёл остаться дома, нежели выходить вчера вечером
They will prefer to take the train instead of flying;Они предпочтут поехать на поезде вместо полёта
I have always preferred classical music to pop;Я всегда предпочитал классическую музыку поп-музыке
You should prefer quality over quantity;Тебе следует предпочитать качество количеству
If you prefer quiet places, you will love this hotel;Если ты предпочитаешь тихие места, тебе понравится этот отель
If I preferred spicy food, I would order the curry;Если бы я любил острую еду, я бы заказал карри
I am not preferring this restaurant lately;В последнее время я не предпочитаю этот ресторан
Do you prefer working in the morning or at night;Ты предпочитаешь работать утром или ночью
Will you prefer to take the car or the train;Ты предпочитаешь поехать на машине или на поезде
Have you ever preferred one job over another;Ты когда-нибудь предпочитал одну работу другой
Accidents often occur at busy intersections;Аварии часто случаются на оживлённых перекрёстках
The meeting is occurring right now;Встреча происходит прямо сейчас
An unexpected delay occurred during the construction;Непредвиденная задержка произошла во время строительства
Several issues have occurred since the project started;Несколько проблем возникли с начала проекта
Problems like this can occur when communication is poor;Такие проблемы могут возникнуть, когда коммуникация плохая
If any delays occur, we will inform you immediately;Если возникнут задержки, мы сразу вас оповестим
The event was occurred by chance;Событие произошло случайно
A conflict was occurring when I entered the room;Конфликт происходил, когда я вошёл в комнату
Do accidents occur frequently in this area;Часто ли происходят аварии в этом районе
Will the changes occur this month;Произойдут ли изменения в этом месяце
He points to the map to show the route; Он указывает на карту, чтобы показать маршрут
They will point out the changes in the next meeting; Они укажут на изменения на следующей встрече
Could you point out the way to the nearest station?; Вы можете указать путь к ближайшей станции?
I have already pointed out the errors in the report; Я уже указал на ошибки в отчёте
You should point out any problems as soon as they arise; Тебе следует указывать на любые проблемы, как только они возникнут
If you point out the mistake now, we can fix it; Если ты укажешь на ошибку сейчас, мы можем её исправить
Point in the right direction!; Укажи в правильном направлении!
They were pointing out the issues during the meeting when I arrived; Они указывали на проблемы во время встречи, когда я пришёл
Have you pointed out the main risks to the team?; Ты указал команде на основные риски?
If you had pointed out the issue earlier, we could have avoided the mistake; Если бы вы указали на проблему раньше, мы могли бы избежать ошибки.
We won’t point fingers without evidence; Мы не будем никого обвинять(показывать пальцем) без доказательств
The dictionary defines the word clearly; Словарь чётко определяет значение слова
I am defining the terms of the agreement right now; Я сейчас определяю условия соглашения
She defined the project goals at the last meeting; Она определила цели проекта на последней встрече
They will define the problem before starting the research; Они определят проблему до начала исследования
We have already defined the scope of the project; Мы уже определили рамки проекта
If I were to define my goals better, I would achieve more; Если бы я лучше определял свои цели, я бы достиг большего
I'll catch up with you later;Я свяжусь с вами позже.
this will keep bugs off; Это убережет от ошибок
You must be joking; Ты, должно быть, шутишь
Define the objectives before you start the project; Определи цели, прежде чем начать проект
I am not defining the tasks clearly enough, so the team is confused; Я не определяю задачи достаточно чётко, поэтому команда в замешательстве(путается)
By the end of the month, we will have defined the scope of work; К концу месяца мы определим объём работы
She doesn’t define her priorities well, which affects her productivity; Она плохо определяет свои приоритеты, что влияет на её продуктивность
They won’t define the budget until the next quarter; Они не будут определять бюджет до следующего квартала
Had they defined the scope before the project started?; Они определили рамки до начала проекта?
Will you be defining the key objectives during the meeting?; Будете ли вы определять ключевые цели во время встречи?
I wonder if he will join us for dinner; Интересно, присоединится ли он к нам на ужин
She is wondering why the project is delayed; Она задается вопросом(Ей интересно), почему проект задерживается
He wondered if he had made the right decision; Он задавался вопросом, принял ли он правильное решение
They will wonder why we didn’t inform them earlier; Они будут удивляться, почему мы не сообщили им раньше
I have always wondered what it would be like to live abroad; Мне всегда было интересно, каково это — жить за границей
You might wonder why this issue is so important; Тебе может быть интересно, почему этот вопрос так важен
If you wonder about the details, I will explain them; Если тебе интересно узнать подробности, я их объясню
It is wondered by many why the decision was made; Многие задаются вопросом, почему было принято такое решение
I am not wondering about that anymore; Меня это больше не интересует
He wasn’t wondering about the consequences at that moment; Он не задумывался о последствиях в тот момент
He doesn’t wonder about his future anymore; Он больше не задумывается о своём будущем
Have you ever wondered why the sky is blue?; Ты когда-нибудь задумывался, почему небо голубое?
Do you often wonder what life would be like in another city?; Ты часто задумываешься о том, какова была бы жизнь в другом городе?
Had you wondered about the risks before making this decision?; Ты задумался о рисках, прежде чем принять это решение?
She is preparing for her final exams right now; Она сейчас готовится к своим выпускным экзаменам
He prepared the presentation last night; Он подготовил презентацию прошлым вечером
We will prepare everything before the guests arrive; Мы подготовим всё до прихода гостей
They have prepared the documents for the meeting; Они подготовили документы к встрече
If you prepare properly, you will succeed; Если ты подготовишься как следует, ты добьёшься успеха
If I were you, I would prepare more thoroughly; На твоем месте я бы готовился более тщательно
He wasn’t preparing for the test, so he failed; Он не готовился к тесту, поэтому провалил его
Have you prepared the agenda for the meeting?; Ты подготовил повестку дня для встречи?
Will you be preparing the presentation for the conference?; Ты будешь готовить презентацию к конференции?
Had you prepared everything before the guests arrived?; Ты всё подготовил до прихода гостей?
I have put all the necessary documents in your office; Я положил все необходимые документы в твоём офисе
She puts her keys on the table every day; Она кладёт свои ключи на стол каждый день
If you put your mind to it, you will succeed; Если ты сосредоточишься на этом, у тебя всё получится
She put on a brave face after losing her job.;Она делала вид, что все в порядке, после того как потеряла работу.
He wasn’t putting enough effort into his work, so he didn’t get promoted; Он не прикладывал достаточно усилий в работе, поэтому его не повысили
Have you put the documents in the right order?; Ты расположил документы в правильном порядке?
He doesn’t put much trust in online reviews; Он не очень доверяет онлайн-отзывам
He put on his jacket and left; Он надел куртку и ушёл.
She relaxes by reading a good book; Она расслабляется, читая хорошую книгу
He relaxed after a long day at work; Он расслабился после долгого рабочего дня
We will relax during our vacation next month; Мы будем отдыхать во время отпуска в следующем месяце
They have already relaxed enough for today; Они уже достаточно отдохнули на сегодня
You should relax more and worry less; Тебе следует больше расслабляться и меньше волноваться
If I had more free time, I would relax more often; Если бы у меня было больше свободного времени, я бы чаще отдыхал
He wasn’t relaxing at all during his vacation; he kept working; Он не отдыхал вообще во время отпуска, он продолжал работать
Have you relaxed at all this week?; Ты вообще отдыхал на этой неделе?
They committed a serious mistake during the project; Они совершили серьёзную ошибку во время проекта
Are you committed to this project?; Ты предан этому проекту?
You should commit yourself to achieving your goals; Тебе следует посвятить себя достижению своих целей
If you commit to this project, you will need to work hard; Если ты возьмёшь на себя обязательство по этому проекту, тебе придётся много работать
The crime was committed late at night; Преступление было совершено поздно ночью
He wasn’t committing enough time to the project, so it failed; Он не уделял проекту достаточно времени, поэтому он провалился
Have you committed to this project already?; Ты уже взял на себя обязательства по этому проекту?
She remembers her first day at school very clearly; Она очень хорошо помнит свой первый день в школе
He remembered to turn off the lights before leaving; Он не забыл выключить свет перед уходом
You will remember this moment forever; Ты будешь помнить этот момент всю жизнь(навсегда)
I have remembered where I left my keys; Я вспомнил, где оставил свои ключи
If you remember to call me, I will give you the information; Если ты не забудешь позвонить мне, я дам тебе информацию
Remember to lock the door before you leave!; Не забудь закрыть дверь на замок перед уходом!
I am not remembering things as clearly as I used to; Я уже не помню вещи так ясно, как раньше
Have you remembered to call your mother today?; Ты не забыл позвонить своей матери сегодня?
They were remembering old stories when I joined them; Они вспоминали старые истории, когда я к ним присоединился
He doesn’t remember his childhood very well; Он плохо помнит своё детство
Have you remembered to take your medicine today?; Ты не забыл принять лекарство сегодня?
Do you remember where we met for the first time?; Ты помнишь, где мы впервые встретились?
Had you remembered about the meeting before I called you?; Ты вспомнил о встрече до того, как я тебе позвонил?
He returns home from work at 6 p.m. every day; Он возвращается домой с работы в 6 вечера каждый день
She returned the dress to the store because it didn’t fit; Она вернула платье в магазин, потому что оно не подошло
They will return from vacation next week; Они вернутся из отпуска на следующей неделе
We have returned all the borrowed equipment; Мы вернули все взятое в долг оборудование
The lost wallet was returned to its owner; Потерянный кошелёк был возвращён его владельцу
He returned the book to the library on time; Он вернул книгу в библиотеку вовремя
They were returning from the concert when it started to rain; Они возвращались с концерта, когда начался дождь
By the time I called, he had already returned the car; К тому времени, как я позвонил, он уже вернул машину
By the end of the day, we will have returned all the samples; К концу дня мы вернём все образцы
Have you returned the keys to the landlord?; Ты вернул ключи арендодателю?
He rides his bike to work every day; Он каждый день ездит на работу на велосипеде
She rode a horse for the first time last weekend; Она впервые прокатилась на лошади в прошлые выходные
They have ridden all the attractions in the park; Они прокатились на всех аттракционах в парке
If you had ridden the bus, you would have arrived on time; Если бы ты поехал на автобусе, ты бы прибыл вовремя
Have you ever ridden a horse before?; Ты когда-нибудь катался на лошади раньше?
He runs 5 kilometers every morning; Он бегает 5 километров каждое утро
She ran the company successfully for ten years; Она успешно управляла компанией в течение десяти лет
We have run out of paper in the office; У нас закончилась бумага в офисе
They were running a campaign when I joined the team; Они проводили кампанию, когда я присоединился к команде
This time next year, I will be running my own business; В это время в следующем году я буду управлять своим бизнесом
I won’t run any meetings next week as I will be on vacation; Я не буду проводить встречи на следующей неделе, так как я буду в отпуске
Have you ever run a business before?; Ты когда-нибудь управлял бизнесом раньше?
She always says the right thing at the right time; Она всегда говорит нужные вещи в нужное время
I am saying goodbye to my colleagues today; Сегодня я прощаюсь со своими коллегами
He said he would call, but he never did; Он сказал, что позвонит, но так и не позвонил
I have said everything I needed to say; Я сказал всё, что хотел сказать
You should say what you really think; Тебе следует сказать, что ты действительно думаешь
I am not saying that you are wrong, but I disagree; Я не говорю, что ты не прав, но я не согласен
He doesn’t say much during conversations; Он мало говорит во время разговоров
Have you said everything you wanted to say?; Ты сказал всё, что хотел сказать?
Had you said goodbye to everyone before you left?; Ты попрощался со всеми перед уходом?
I am tackling the new project at work; Я сейчас занимаюсь новым проектом на работе
They will tackle the issue at the next meeting; Они займутся этим вопросом на следующей встрече
You should tackle this assignment as soon as possible; Тебе следует приступить к этому заданию как можно скорее
Have you tackled similar challenges before?; Ты сталкивался(сталкивался) с подобными вызовами раньше?
I have seen this movie several times already; Я уже несколько раз видел этот фильм
We will see what happens at the meeting tomorrow; Посмотрим, что произойдёт на встрече завтра
I am seeing a doctor about my back pain today; Сегодня я иду к врачу из-за болей в спине
If you see him today, tell him I need to talk to him; Если ты увидишь его сегодня, скажи ему, что мне нужно с ним поговорить
The movie was seen by millions of people worldwide; Фильм был просмотрен миллионами людей по всему миру
Have you seen the latest news?; Ты видел последние новости?
Do you see what I mean?; Ты понимаешь, что я имею в виду?
She sent the package yesterday; Она отправила посылку вчера
They will send the invitation by the end of the week; Они отправят приглашение к концу недели
The letter was sent to the wrong address; Письмо было отправлено по неправильному адресу
Have you sent the invitation to John?; Ты отправил приглашение Джону?
He shares his knowledge with everyone; Он делится своими знаниями со всеми
She shared her favorite book with me; Она поделилась своей любимой книгой со мной
Have you shared the presentation with the team?; Ты поделился презентацией с командой?
Do you share your photos on social media?; Ты выкладываешь свои фотографии в соцсети?
We have shown the presentation to the client; Мы показали презентацию клиенту
If I showed you my project, would you give me advice?; Если бы я показал тебе свой проект, ты бы дал мне совет?
Have you shown your work to the professor?; Ты показал свою работу профессору?
She borrows books from the library every week; Она каждую неделю берёт книги из библиотеки
He borrowed money from his friend to pay the bills; Он занял деньги у друга, чтобы оплатить счета
We have borrowed too much from the bank; Мы слишком много заняли у банка
Have you borrowed any books from the library recently?; Ты брал книги в библиотеке в последнее время?
He lends his tools to his neighbors whenever they need them; Он одалживает свои инструменты соседям, когда им это нужно
They will lend us the equipment for the event; Они одолжат нам оборудование для мероприятия
We have lent a considerable amount of money to start-ups; Мы одолжили значительную сумму денег стартапам
If you lend me your car, I will return it with a full tank; Если ты одолжишь мне машину, я верну её с полным баком
Lend me your phone for a minute!; Одолжи мне телефон на минуту!
Have you ever lent your car to a stranger?; Ты когда-нибудь одалживал свою машину незнакомцу?
I am reducing my expenses to save money; Я сейчас сокращаю свои расходы, чтобы сэкономить деньги
They reduced the prices last month; Они снизили цены в прошлом месяце
We will reduce the budget for the next quarter; Мы сократим бюджет на следующий квартал
She has reduced her working hours to have more free time; Она сократила рабочие часы, чтобы иметь больше свободного времени
If you reduce your expenses, you will save more money; Если ты сократишь свои расходы, ты сэкономишь больше денег
Have you reduced your electricity usage recently?; Ты недавно снижал потребление электроэнергии?
She is cutting a cucumber for the sandwich right now; Она сейчас режет огурец для сэндвича
They will buy some cucumbers at the market tomorrow; Они завтра купят огурцы на рынке
I have never tried cucumber soup before; Я никогда раньше не пробовал огуречный суп
Do you exercise at least three times a week?; Ты занимаешься спортом хотя бы три раза в неделю?
Have you read at least the first chapter of the book?; Ты прочитал хотя бы первую главу книги?
I won’t leave until you finish at least half of the work; Я не уйду, пока ты не сделаешь хотя бы половину работы
If you drink at least two liters of water a day, you will feel better; Если ты будешь пить как минимум два литра воды в день, ты будешь чувствовать себя лучше
He reads at least one book a month; Он читает как минимум одну книгу в месяц
He sat by the window and watched the rain; Он сидел у окна и смотрел на дождь
We have sat here for hours, waiting for the bus; Мы сидим здесь уже несколько часов, ожидая автобус
If you sit closer, you will be able to see better; Если ты сядешь ближе, ты сможешь видеть лучше
They were sitting on the beach when the storm started; Они сидели на пляже, когда начался шторм
Have you sat in this chair before?; Ты сидел в этом кресле раньше?
He has gone to the store; Он ушёл в магазин
By the time I arrived, she was gone; Когда я пришёл, её уже не было
By the time you get here, I will have gone; К тому времени, как ты придёшь, я уже уйду
The meeting is over; Встреча окончена
The project will be over by next month; Проект будет завершён к следующему месяцу
The worst part is over now; Худшее уже позади
The function contains executable code and state that determine how it behaves when invoked;Функция содержит исполняемый код и состояние, которые определяют ее поведение при вызове.